title,body,rating,review,sentiment,clean_review,char_count,word_count,sentence_count,avg_word_length,unique_word_count,stopword_count,exclamation_count,question_count,uppercase_word_count,vader_score,emoji_list,emoji_count,noun_count,verb_count,adj_count
Battery backup and budget price,"After using the phone for 45 days ,it looks good to use with low refresh rate and good battery backup, decent camera . Phone little bit heavy due to heavy battery and Wifi 5g band wont support in this phone.Also can use dual 4g sim at a time.",5,"Battery backup and budget price After using the phone for 45 days ,it looks good to use with low refresh rate and good battery backup, decent camera . Phone little bit heavy due to heavy battery and Wifi 5g band wont support in this phone.Also can use dual 4g sim at a time.",positive,batteri backup budget price use phone day look good use low refresh rate good batteri backup decent camera phone littl bit heavi due heavi batteri wifi g band wont support phone also use dual g sim time,274,53,3,4.188679245283019,46,14,0,0,0,0.3489,[],0,19,5,9
"Don't buy this phone, it has some technical issues","Don't buy this phone, it has some technical issues",1,"Don't buy this phone, it has some technical issues Don't buy this phone, it has some technical issues",negative,buy phone technic issu buy phone technic issu,101,18,0,4.666666666666667,9,10,0,0,0,0.0,[],0,4,4,2
Very nice flagship phone,"The phone is best buy, in terms of pricing and features. I guess this is the best option if someone is looking for a good Samsung phone at a proper budget",5,"Very nice flagship phone The phone is best buy, in terms of pricing and features. I guess this is the best option if someone is looking for a good Samsung phone at a proper budget",positive,nice flagship phone phone best buy term price featur guess best option someon look good samsung phone proper budget,179,35,1,4.142857142857143,29,16,0,0,1,0.9439,[],0,10,2,5
be aware about the this mobile before you buy,"First of all, this mobile will not work like 4 GB ram mobile. it has touch issue and it hangs very much . even if you do not have any thing in your mobile still it hangs while using youtube.do not purchase blindly by seeing attractive price then you suffer a lot. there is no return policy.",1,"be aware about the this mobile before you buy First of all, this mobile will not work like 4 GB ram mobile. it has touch issue and it hangs very much . even if you do not have any thing in your mobile still it hangs while using youtube.do not purchase blindly by seeing attractive price then you suffer a lot. there is no return policy.",negative,awar mobil buy first mobil work like gb ram mobil touch issu hang much even thing mobil still hang use youtub purchas blindli see attract price suffer lot return polici,336,66,5,4.106060606060606,56,33,0,0,1,-0.6007,[],0,13,10,2
Heavy phone .but nice quality.,Very nice phone .but it very much heavy than compare to other phones.you can't carry in your pocket while woking. If you are field worker I suggest don't buy .,5,Heavy phone .but nice quality. Very nice phone .but it very much heavy than compare to other phones.you can't carry in your pocket while woking. If you are field worker I suggest don't buy .,positive,heavi phone nice qualiti nice phone much heavi compar phone carri pocket woke field worker suggest buy,190,35,6,4.457142857142857,32,14,0,0,1,0.8334,[],0,6,5,5
Worst product from Samsung,"This is worst product from Samsung.  Under 10k we can move to vivo, oppo, or redmi brands wisely.  Camera quality is very very poor.  After taking photo we see broken pixels and the worst picture.  48MP true camera is only for mouth speech really it is very worst one.  Mobile become heat while charging alone.  Very much disappointed.  Not worthy for money.  Don't buy this product.",2,"Worst product from Samsung This is worst product from Samsung.  Under 10k we can move to vivo, oppo, or redmi brands wisely.  Camera quality is very very poor.  After taking photo we see broken pixels and the worst picture.  48MP true camera is only for mouth speech really it is very worst one.  Mobile become heat while charging alone.  Very much disappointed.  Not worthy for money.  Don't buy this product.",negative,worst product samsung worst product samsung k move vivo oppo redmi brand wise camera qualiti poor take photo see broken pixel worst pictur mp true camera mouth speech realli worst one mobil becom heat charg alon much disappoint worthi money buy product,410,70,9,4.757142857142857,59,28,0,0,1,-0.9791,[],0,16,7,10
Very very poor perfofmance..heat up quickly,"Pathetic phone .Battery good.Camera poor.Performance very poor, very slow.When you cut a call than notification of call ended arrivez and stays there for 5 minutes. You can not see complete keyboard while using other app. Absolutely pathetic.Charger very very poor.Screen poor.Sound poor.Overall below average phone in 10k price.",1,"Very very poor perfofmance..heat up quickly Pathetic phone .Battery good.Camera poor.Performance very poor, very slow.When you cut a call than notification of call ended arrivez and stays there for 5 minutes. You can not see complete keyboard while using other app. Absolutely pathetic.Charger very very poor.Screen poor.Sound poor.Overall below average phone in 10k price.",negative,poor perfofm heat quickli pathet phone batteri good camera poor perform poor slow cut call notif call end arrivez stay minut see complet keyboard use app absolut pathet charger poor screen poor sound poor overal averag phone k price,373,54,12,5.925925925925926,48,21,0,0,0,-0.9206,[],0,13,7,13
Bakwas camera,Bakwas camera .. picture  quality  bohoth hi kharab hai.. 48mp camera  lagta hi nahi hai.. aur front camera  toh wahiyaad hai.. 2mp camera  jaisa pics ata hai... but battery  back up achha hai.. looks  bhi thikh thakh hai... yeh phone  uncle  aunty ke liya bana hai.. young  kisi ko pasad nahi ane wala hai..,5,Bakwas camera Bakwas camera .. picture  quality  bohoth hi kharab hai.. 48mp camera  lagta hi nahi hai.. aur front camera  toh wahiyaad hai.. 2mp camera  jaisa pics ata hai... but battery  back up achha hai.. looks  bhi thikh thakh hai... yeh phone  uncle  aunty ke liya bana hai.. young  kisi ko pasad nahi ane wala hai..,positive,bakwa camera bakwa camera pictur qualiti bohoth hi kharab hai mp camera lagta hi nahi hai aur front camera toh wahiyaad hai mp camera jaisa pic ata hai batteri back achha hai look bhi thikh thakh hai yeh phone uncl aunti ke liya bana hai young kisi ko pasad nahi ane wala hai,322,56,9,4.589285714285714,43,2,0,0,0,0.0,[],0,14,1,4
Best of Samsung I used so far.,"I really liked the mobile, look and feel is goodBattery as committed last long, camera clarity is okay, one of the best I used as per Samsung. Charger says it's fast charging it's fake, it takes more than 2 hrs to get 100% charged. Fingerprint is not good, I struggle everytime.",4,"Best of Samsung I used so far. I really liked the mobile, look and feel is goodBattery as committed last long, camera clarity is okay, one of the best I used as per Samsung. Charger says it's fast charging it's fake, it takes more than 2 hrs to get 100% charged. Fingerprint is not good, I struggle everytime.",positive,best samsung use far realli like mobil look feel goodbatteri commit last long camera clariti okay one best use per samsung charger say fast charg fake take hr get charg fingerprint good struggl everytim,309,58,4,4.344827586206897,48,22,0,0,4,0.9161,[],0,6,12,9
"Waste product, too heating battery, return policy is very very worst, camera waste.",Waste product. Both amazon and Samsung cheated us. Worst camera. Mobile is too heating while charging. If long time on a call when also mobile get more heating. Finally the most worst experience is Amazon did not retake the mobile when we give request for return. The return policy is very worst. So please no one but this waste mobile,1,"Waste product, too heating battery, return policy is very very worst, camera waste. Waste product. Both amazon and Samsung cheated us. Worst camera. Mobile is too heating while charging. If long time on a call when also mobile get more heating. Finally the most worst experience is Amazon did not retake the mobile when we give request for return. The return policy is very worst. So please no one but this waste mobile",negative,wast product heat batteri return polici worst camera wast wast product amazon samsung cheat us worst camera mobil heat charg long time call also mobil get heat final worst experi amazon retak mobil give request return return polici worst pleas one wast mobil,419,73,8,4.7534246575342465,59,30,0,0,0,-0.9585,[],0,24,5,6
Samsung Galaxy M12 (Superb),"The media could not be loaded.
                




   Samsung gives us a great 👍product in this price range.1. Fast Fingerprint sensor.2. Good  Design.3. Battery 🔋performance is superb.4. Display quality 👌Awesome .5. Software performance is great. One UI is best. No Hangs or LagsOverall it full fill all  daily needs.Buy samsung . Samsung is Superb.",5,"Samsung Galaxy M12 (Superb) The media could not be loaded.
                




   Samsung gives us a great 👍product in this price range.1. Fast Fingerprint sensor.2. Good  Design.3. Battery 🔋performance is superb.4. Display quality 👌Awesome .5. Software performance is great. One UI is best. No Hangs or LagsOverall it full fill all  daily needs.Buy samsung . Samsung is Superb.",positive,samsung galaxi superb media could load samsung give us great product price rang fast fingerprint sensor good design batteri perform superb display qualiti awesom softwar perform great one ui best hang lagsoveral full fill daili need buy samsung samsung superb,379,56,16,5.321428571428571,51,14,0,0,2,0.9782,"['👍', '🔋', '👌']",3,14,3,6
Bad product first time in online,"Dislike....not supporting other applications like WhatsApp,  Facebook,  trucaller,  Microsoft teams...going to automatically switch off & vanishing above applications.  Want to try replace or return. But there is no option. I will not purchase any electronics products through online.",1,"Bad product first time in online Dislike....not supporting other applications like WhatsApp,  Facebook,  trucaller,  Microsoft teams...going to automatically switch off & vanishing above applications.  Want to try replace or return. But there is no option. I will not purchase any electronics products through online.",negative,bad product first time onlin dislik support applic like whatsapp facebook trucal microsoft team go automat switch vanish applic want tri replac return option purchas electron product onlin,317,44,6,6.136363636363637,43,16,0,0,1,-0.296,[],0,9,10,4
Very slow response,"Very slow phone, don't buy it,,,i've been using it since 3 months,,but my experience with this phone is very bed,,,it is useless. Makes me irritate while using it due to slow response,,,, please think thrice before buy it,,,i have used phone with same configuration, but really it is comparatively too too too much slow.",1,"Very slow response Very slow phone, don't buy it,,,i've been using it since 3 months,,but my experience with this phone is very bed,,,it is useless. Makes me irritate while using it due to slow response,,,, please think thrice before buy it,,,i have used phone with same configuration, but really it is comparatively too too too much slow.",negative,slow respons slow phone buy use sinc month experi phone bed useless make irrit use due slow respons pleas think thrice buy use phone configur realli compar much slow,339,57,2,4.964912280701754,44,25,0,0,0,-0.3142,[],0,11,8,9
*Best phone for10K budget*,Have given 5 star if I would have got fully satisfied with Display.. I purchased this for my mother in law and found is good..camera : Good -As expected..Design : Good enoughDisplay : Is not Amoled. so you will not get that feel which We get with other Samsung product. But overall nice..,4,*Best phone for10K budget* Have given 5 star if I would have got fully satisfied with Display.. I purchased this for my mother in law and found is good..camera : Good -As expected..Design : Good enoughDisplay : Is not Amoled. so you will not get that feel which We get with other Samsung product. But overall nice..,positive,best phone k budget given star would got fulli satisfi display purchas mother law found good camera good expect design good enoughdisplay amol get feel get samsung product overal nice,315,57,6,4.543859649122807,50,24,0,0,2,0.8819,[],0,10,9,6
Good phone,"The media could not be loaded.
                




   I use this phone last 3 days.I happy last 3 days camera quality is good ,battery  life is good ,built quality  is awesome.This price point  value  for  money.One point company not providing, back cover, screen guardsOver all 10 out of 8",4,"Good phone The media could not be loaded.
                




   I use this phone last 3 days.I happy last 3 days camera quality is good ,battery  life is good ,built quality  is awesome.This price point  value  for  money.One point company not providing, back cover, screen guardsOver all 10 out of 8",positive,good phone media could load use phone last day happi last day camera qualiti good batteri life good built qualiti awesom price point valu money one point compani provid back cover screen guardsov,302,49,4,4.591836734693878,40,13,0,0,1,0.93,[],0,18,4,7
It's not worth to buy at this price,Battery: The battery backup is not longing even for half daySoftware: the app icoi is disappearing very oftenCamera: looks like 5 mp camera,1,It's not worth to buy at this price Battery: The battery backup is not longing even for half daySoftware: the app icoi is disappearing very oftenCamera: looks like 5 mp camera,negative,worth buy price batteri batteri backup long even half daysoftwar app icoi disappear oftencamera look like mp camera,175,31,0,4.67741935483871,29,12,0,0,0,0.2896,[],0,8,4,3
FANATASTIC 9/10,The phone was fantastic .......On a scale of 1 to 10 I will give it 9 ......The thing that I didn't like about this is that it has very less storage ........Otherwise very good  MUST BUY,5,FANATASTIC 9/10 The phone was fantastic .......On a scale of 1 to 10 I will give it 9 ......The thing that I didn't like about this is that it has very less storage ........Otherwise very good  MUST BUY,positive,fanatast phone fantast scale give thing like less storag otherwis good must buy,202,38,3,4.315789473684211,34,19,0,0,5,0.6891,[],0,4,4,3
Not completely satisfied,"I am using this phone from two days. I have exchanged my redmi 4 with m12. But after two days of usage, I found that this phone is not fast as redmi 4.",3,"Not completely satisfied I am using this phone from two days. I have exchanged my redmi 4 with m12. But after two days of usage, I found that this phone is not fast as redmi 4.",neutral,complet satisfi use phone two day exchang redmi two day usag found phone fast redmi,176,36,3,3.9166666666666665,30,18,0,0,3,-0.1961,[],0,8,3,2
A bit heavy to carry,"I read reviews and got into dilemma when got mixed reviews.But according to me, its worth a buy.All functions i found good with a good screen size.The only con felt was that it was a little heavy for the pocket.",4,"A bit heavy to carry I read reviews and got into dilemma when got mixed reviews.But according to me, its worth a buy.All functions i found good with a good screen size.The only con felt was that it was a little heavy for the pocket.",positive,bit heavi carri read review got dilemma got mix review accord worth buy function found good good screen size con felt littl heavi pocket,232,45,4,4.177777777777778,38,20,0,0,2,0.7184,[],0,11,7,7
A very good purchase,"Thats some competition in the budget phone market, the device looks sturdy,,, overall good, good display and battery.... Looks like i don't need a new phone for 3-4 year anymore....",4,"A very good purchase Thats some competition in the budget phone market, the device looks sturdy,,, overall good, good display and battery.... Looks like i don't need a new phone for 3-4 year anymore....",positive,good purchas that competit budget phone market devic look sturdi overal good good display batteri look like need new phone year anymor,202,34,2,4.970588235294118,31,11,0,0,1,0.8883,[],0,10,4,5
"I found charging point is not working, highly disappointed.","Charging point in mobile is not working and as this one is my second mobile I started it bit late and return period is over, this one is made in  India Samsung Mobile.",1,"I found charging point is not working, highly disappointed. Charging point in mobile is not working and as this one is my second mobile I started it bit late and return period is over, this one is made in  India Samsung Mobile.",negative,found charg point work highli disappoint charg point mobil work one second mobil start bit late return period one made india samsung mobil,227,42,2,4.404761904761905,30,18,0,0,2,0.4158,[],0,9,7,3
Battery power,Battery charging is fast and consumes less power. The only drawback is mirroring/casting of videos is not satisfactory  as videos on TV appeared  staggering.,4,Battery power Battery charging is fast and consumes less power. The only drawback is mirroring/casting of videos is not satisfactory  as videos on TV appeared  staggering.,positive,batteri power batteri charg fast consum less power drawback mirror cast video satisfactori video tv appear stagger,171,26,2,5.538461538461538,22,10,0,0,1,-0.2755,[],0,8,4,5
Impressed by Delivery,"Impressed by Delivery, delivered within 4 days. Delivery boy was humble. I ordered this phone for my Friend who was using Redmi 4A since 2017, I was worried for it's TFT LCD panel as it is not as good as IPS LCD, but amazed with its screen quality. Screen quality is justified for its price (I got it in 8.5k in Festive offer) and brand value and Viewing angles are acceptable.",4,"Impressed by Delivery Impressed by Delivery, delivered within 4 days. Delivery boy was humble. I ordered this phone for my Friend who was using Redmi 4A since 2017, I was worried for it's TFT LCD panel as it is not as good as IPS LCD, but amazed with its screen quality. Screen quality is justified for its price (I got it in 8.5k in Festive offer) and brand value and Viewing angles are acceptable.",positive,impress deliveri impress deliveri deliv within day deliveri boy humbl order phone friend use redmi sinc worri tft lcd panel good ip lcd amaz screen qualiti screen qualiti justifi price got k festiv offer brand valu view angl accept,399,74,5,4.405405405405405,59,31,0,0,8,0.9674,[],0,15,6,7
"Ok phone, can’t expect more at this price.","Overall ok experience, no cons. Getting a mobile with such configuration that too from a brand like Samsung, you can’t expect more. If your budget is fix and looking for made in India phone, go for it.",3,"Ok phone, can’t expect more at this price. Overall ok experience, no cons. Getting a mobile with such configuration that too from a brand like Samsung, you can’t expect more. If your budget is fix and looking for made in India phone, go for it.",neutral,ok phone expect price overal ok experi con get mobil configur brand like samsung expect budget fix look made india phone go,244,45,4,4.444444444444445,40,19,0,0,0,0.5719,[],0,10,6,5
SAMSUNG is CHEATING INDIA. Get OUT of India - U are NOT Making QUALITY Products 4 INDIAN Customer...,Terrible Quality - Substandard Product - 3rd world Quality.. Cheating the INDIAN Customer..Want to RETURN My Product which I hardy used for 8days... Missed the Amazon Return policy due to Diwali Holiday Gift.DO NOT BUY SAMSUNG Phones - #BOYCOTTSAMSUNGMOBILE,1,SAMSUNG is CHEATING INDIA. Get OUT of India - U are NOT Making QUALITY Products 4 INDIAN Customer... Terrible Quality - Substandard Product - 3rd world Quality.. Cheating the INDIAN Customer..Want to RETURN My Product which I hardy used for 8days... Missed the Amazon Return policy due to Diwali Holiday Gift.DO NOT BUY SAMSUNG Phones - #BOYCOTTSAMSUNGMOBILE,negative,samsung cheat india get india u make qualiti product indian custom terribl qualiti substandard product rd world qualiti cheat indian custom want return product hardi use day miss amazon return polici due diwali holiday gift buy samsung phone boycottsamsungmobil,358,57,6,5.298245614035087,48,14,0,0,15,-0.7983,[],0,5,8,1
Value for money,Awesome phone..Value for money..I gifted this phone to my wife and I can see the happiness on her face..Very good camera both front and rear.. with good memory..,5,Value for money Awesome phone..Value for money..I gifted this phone to my wife and I can see the happiness on her face..Very good camera both front and rear.. with good memory..,positive,valu money awesom phone valu money gift phone wife see happi face good camera front rear good memori,177,31,5,4.741935483870968,28,14,0,0,1,0.9423,[],0,13,2,2
Steal Deal!!!!,Samsung never dissapointed me. The mobile at the price of 10999/- is a steal deal. The 6000mAh battery is a power house with excellent backup. The 48 MP camera is capturing good pictures. Display is quite good. I am totally satisfied with the phone.,5,Steal Deal!!!! Samsung never dissapointed me. The mobile at the price of 10999/- is a steal deal. The 6000mAh battery is a power house with excellent backup. The 48 MP camera is capturing good pictures. Display is quite good. I am totally satisfied with the phone.,positive,steal deal samsung never dissapoint mobil price steal deal mah batteri power hous excel backup mp camera captur good pictur display quit good total satisfi phone,264,46,7,4.760869565217392,38,17,4,0,2,0.825,[],0,10,2,6
The phone is excellent 👌 all the features are good I like this mobile,I like it face unlock working faster and fingerprint sensor also work faster not hanging problem and also the camera is outstanding I order this mobile was come a 31st November,5,The phone is excellent 👌 all the features are good I like this mobile I like it face unlock working faster and fingerprint sensor also work faster not hanging problem and also the camera is outstanding I order this mobile was come a 31st November,positive,phone excel featur good like mobil like face unlock work faster fingerprint sensor also work faster hang problem also camera outstand order mobil come st novemb,246,45,0,4.488888888888889,35,18,0,0,3,0.9719,['👌'],1,11,8,3
Dent on my phone,There's a dent on my brand new Samsung Galaxy M12 I called customer care for the first time and they told me we would change your phone and Then second time they told me we would return your money Phone and box look like it’s used and old,1,Dent on my phone There's a dent on my brand new Samsung Galaxy M12 I called customer care for the first time and they told me we would change your phone and Then second time they told me we would return your money Phone and box look like it’s used and old,negative,dent phone dent brand new samsung galaxi call custom care first time told would chang phone second time told would return money phone box look like use old,255,52,0,3.923076923076923,39,21,0,0,2,0.6908,[],0,10,8,4
"Worst camera and dull display mobile, don't buy","Phone display looks very dull, no setting to take pics in 48 mp. Photos came with low resolution when shot with camera. Not worthy to buy this model at this price. Camera is not at all 48mp.",1,"Worst camera and dull display mobile, don't buy Phone display looks very dull, no setting to take pics in 48 mp. Photos came with low resolution when shot with camera. Not worthy to buy this model at this price. Camera is not at all 48mp.",negative,worst camera dull display mobil buy phone display look dull set take pic mp photo came low resolut shot camera worthi buy model price camera mp,238,45,4,4.311111111111111,39,18,0,0,0,-0.9411,[],0,13,6,6
Poor front camera quality,It is a worthy mobile.Con's.Samsung provided normal travel adapter for charging. Which it take almost 2-3 hours to get full.Front camera is not that much good. I disappointed with this.Trasperant case is not provided. For other mobile every one will provide. Samsung is not providing this.,3,Poor front camera quality It is a worthy mobile.Con's.Samsung provided normal travel adapter for charging. Which it take almost 2-3 hours to get full.Front camera is not that much good. I disappointed with this.Trasperant case is not provided. For other mobile every one will provide. Samsung is not providing this.,neutral,poor front camera qualiti worthi mobil con samsung provid normal travel adapt charg take almost hour get full front camera much good disappoint trasper case provid mobil everi one provid samsung provid,315,50,9,5.32,44,19,0,0,1,-0.6914,[],0,11,8,8
"Issues with network, GPS, auto focus","I have 2 Airtel connected phone one in samsung M12 and another in realme. I need to keep samsung phone in balcony to catch network but realme works fine in every corner of house. GPS is pathetic, it keeps saying GPS signal lost when you drive on a new route using GPS",2,"Issues with network, GPS, auto focus I have 2 Airtel connected phone one in samsung M12 and another in realme. I need to keep samsung phone in balcony to catch network but realme works fine in every corner of house. GPS is pathetic, it keeps saying GPS signal lost when you drive on a new route using GPS",negative,issu network gp auto focu airtel connect phone one samsung anoth realm need keep samsung phone balconi catch network realm work fine everi corner hous gp pathet keep say gp signal lost drive new rout use gp,304,58,2,4.258620689655173,49,19,0,0,7,-0.7783,[],0,13,12,3
Not a bad choice,"Like : Look is nice, camera is good, user friendlyDislike : Wifi 5g not available, performance is not really good for 6gb ram, quite heavy to carry.Good for the cost but disappointed on the network.",3,"Not a bad choice Like : Look is nice, camera is good, user friendlyDislike : Wifi 5g not available, performance is not really good for 6gb ram, quite heavy to carry.Good for the cost but disappointed on the network.",neutral,bad choic like look nice camera good user friendlydislik wifi g avail perform realli good gb ram quit heavi carri good cost disappoint network,215,39,2,4.538461538461538,33,14,0,0,0,-0.112,[],0,8,4,7
Better Don't buy,On seeing it's features I bought this in exchange offer. It is not upto the mark. Processor is very slow. Weight is also high 221gm. Performing slow.,2,Better Don't buy On seeing it's features I bought this in exchange offer. It is not upto the mark. Processor is very slow. Weight is also high 221gm. Performing slow.,negative,better buy see featur bought exchang offer upto mark processor slow weight also high gm perform slow,166,30,5,4.566666666666666,27,13,0,0,1,0.4404,[],0,6,4,5
Worth every penny,"Got delivered todayAfter 5 hours of usage+veGood screen but not the best(can’t complain for the price paid)Camera is better , some snaps taken were good.Battery stays for long . After 5 hours of usage the drain was minimal. So huge thumbs up-veToo much  unwanted apps came preinstalledOverall a total paisa vasool phone",5,"Worth every penny Got delivered todayAfter 5 hours of usage+veGood screen but not the best(can’t complain for the price paid)Camera is better , some snaps taken were good.Battery stays for long . After 5 hours of usage the drain was minimal. So huge thumbs up-veToo much  unwanted apps came preinstalledOverall a total paisa vasool phone",positive,worth everi penni got deliv todayaft hour usag vegood screen best complain price paid camera better snap taken good batteri stay long hour usag drain minim huge thumb vetoo much unwant app came preinstalledoveral total paisa vasool phone,337,55,3,5.127272727272727,49,16,0,0,0,0.8625,[],0,18,4,9
Faulty touch screen and display,"After i bought this item it is delivered within time. But i found its screen, display and touch screen is not working.Now i am struggling for replacement or refund of this purchase.Very pathetic product samsung prepared.",1,"Faulty touch screen and display After i bought this item it is delivered within time. But i found its screen, display and touch screen is not working.Now i am struggling for replacement or refund of this purchase.Very pathetic product samsung prepared.",negative,faulti touch screen display bought item deliv within time found screen display touch screen work struggl replac refund purchas pathet product samsung prepar,252,41,4,5.170731707317073,33,18,0,0,0,-0.8422,[],0,12,7,2
Nice product please buy it.,"The media could not be loaded.
                




   Nice product please buy it . Thanks for Amazon. Looking smart phone osm . Display vary nice . finger print is osm battery life is long life. Quality is osM.",5,"Nice product please buy it. The media could not be loaded.
                




   Nice product please buy it . Thanks for Amazon. Looking smart phone osm . Display vary nice . finger print is osm battery life is long life. Quality is osM.",positive,nice product pleas buy media could load nice product pleas buy thank amazon look smart phone osm display vari nice finger print osm batteri life long life qualiti osm,239,41,8,4.2682926829268295,32,8,0,0,0,0.9212,[],0,11,5,5
OK product. Not great.,Camera is not upto the mark. 48MP camera feels like 5MP. Processer is bit slow while using many applications. Samsung still lags in budget segment smartphones.,4,OK product. Not great. Camera is not upto the mark. 48MP camera feels like 5MP. Processer is bit slow while using many applications. Samsung still lags in budget segment smartphones.,positive,ok product great camera upto mark mp camera feel like mp process bit slow use mani applic samsung still lag budget segment smartphon,182,30,6,5.1,29,7,0,0,3,-0.0928,[],0,8,3,5
A toothless tiger,"This phone has amazing specs, awesome battery life, mind blowing ram and processor, but I feel disappointed with the sensors. The phone lacks gyro sensor. You can't even play games on this phone. Forget games, the simple compass app will not work as the phone cannot sense rotation vectors. Therefore it's a toothless tiger.",3,"A toothless tiger This phone has amazing specs, awesome battery life, mind blowing ram and processor, but I feel disappointed with the sensors. The phone lacks gyro sensor. You can't even play games on this phone. Forget games, the simple compass app will not work as the phone cannot sense rotation vectors. Therefore it's a toothless tiger.",neutral,toothless tiger phone amaz spec awesom batteri life mind blow ram processor feel disappoint sensor phone lack gyro sensor even play game phone forget game simpl compass app work phone sens rotat vector therefor toothless tiger,342,57,5,5.017543859649122,52,19,0,0,2,-0.8361,[],0,24,7,4
M12 - A beast that could had been a Hero,"Pros:1. Price, especially during sale days clubbed with Credit card offers.2. Android 113. Smooth4. Camera5. Battery lifeCons1. Heavyweight2. Display (to some extent)3. Face recognition4. Placement of finger print sensor",4,"M12 - A beast that could had been a Hero Pros:1. Price, especially during sale days clubbed with Credit card offers.2. Android 113. Smooth4. Camera5. Battery lifeCons1. Heavyweight2. Display (to some extent)3. Face recognition4. Placement of finger print sensor",positive,beast could hero pro price especi sale day club credit card offer android smooth camera batteri lifecon heavyweight display extent face recognit placement finger print sensor,261,39,10,5.717948717948718,39,9,0,0,2,0.7351,[],0,14,1,0
Value for money....,"Superb..... Great speed.... and photos clarity. Loving ...... Battery last 100% charge, using since 2 days... Yet at 23% . Banking , payment security 👍. Camera 😘🥳, Speed ❤️❤️, All quality of phone , as name Samsung is Enough 👍❤️❤️❤️. Brand is Brand. Price range 👍🥰🥰. Finger print sensor 💪🏃⛷️⛷️⛷️superb. I will rate phone for this price range 95",5,"Value for money.... Superb..... Great speed.... and photos clarity. Loving ...... Battery last 100% charge, using since 2 days... Yet at 23% . Banking , payment security 👍. Camera 😘🥳, Speed ❤️❤️, All quality of phone , as name Samsung is Enough 👍❤️❤️❤️. Brand is Brand. Price range 👍🥰🥰. Finger print sensor 💪🏃⛷️⛷️⛷️superb. I will rate phone for this price range 95",positive,valu money superb great speed photo clariti love batteri last charg use sinc day yet bank payment secur camera speed qualiti phone name samsung enough brand brand price rang finger print sensor superb rate phone price rang,364,62,12,4.887096774193548,57,12,0,0,1,0.9903,"['👍', '😘', '🥳', '❤', '❤', '👍', '❤', '❤', '❤', '👍', '🥰', '🥰', '💪', '🏃', '⛷', '⛷', '⛷']",17,30,5,3
Not so good,The ear piece volume and the speaker volume is horrible and below par. Instead go for Mi A2 that mobile both ear piece volume and speaker output is far better,1,Not so good The ear piece volume and the speaker volume is horrible and below par. Instead go for Mi A2 that mobile both ear piece volume and speaker output is far better,negative,good ear piec volum speaker volum horribl par instead go mi mobil ear piec volum speaker output far better,170,33,1,4.181818181818182,25,13,0,0,1,-0.4978,[],0,10,3,3
Just ok,Received a product with some small dent/mark on edge... That's not expected from AmazonJust opened the product and started using... Been a day... Battery did not sustain a day despite charging 100%.,3,Just ok Received a product with some small dent/mark on edge... That's not expected from AmazonJust opened the product and started using... Been a day... Battery did not sustain a day despite charging 100%.,neutral,ok receiv product small dent mark edg expect amazonjust open product start use day batteri sustain day despit charg,206,34,4,5.088235294117647,30,14,0,0,0,0.296,[],0,8,7,1
Honest review,"Battery 🔋 googDisplay resolution good 90hzCamera 📷 not so good as 48 mpHeavy not so slimPerformance is good in normal use don't play game like pubg,CODHeating issue is normalCharging time is soo long",5,"Honest review Battery 🔋 googDisplay resolution good 90hzCamera 📷 not so good as 48 mpHeavy not so slimPerformance is good in normal use don't play game like pubg,CODHeating issue is normalCharging time is soo long",positive,honest review batteri googdisplay resolut good hzcamera good mpheavi slimperform good normal use play game like pubg codheat issu normalcharg time soo long,213,35,0,5.114285714285714,29,10,0,0,0,0.4921,"['🔋', '📷']",2,9,3,6
Better than what I expected from Samsung,I bought it because I didn't want to buy a Chinese phone for obvious reasons.It works smooth enough.But buy a protective screen guard which has oleophobic coating as the original display sucks.Overall it is a nice phone which I bought for my mother.Easy to customize things like fix the alignment of icons on home screen and hide unwanted apps.,5,Better than what I expected from Samsung I bought it because I didn't want to buy a Chinese phone for obvious reasons.It works smooth enough.But buy a protective screen guard which has oleophobic coating as the original display sucks.Overall it is a nice phone which I bought for my mother.Easy to customize things like fix the alignment of icons on home screen and hide unwanted apps.,positive,better expect samsung bought want buy chines phone obviou reason work smooth enough buy protect screen guard oleophob coat origin display suck overal nice phone bought mother easi custom thing like fix align icon home screen hide unwant app,385,66,5,4.848484848484849,52,29,0,0,4,0.7703,[],0,14,12,9
Worst product and customer support,"I gifted this phone to my mom, unfortunately she couldn't do complete check of the phone within the days for return policies, we realised it a week later than this phones speaker has major problem. While on speaker and in horizon mode opposite person wil not be able to hear. Tried to get the replacement but no luck by Amazon team. A bit disappointed",1,"Worst product and customer support I gifted this phone to my mom, unfortunately she couldn't do complete check of the phone within the days for return policies, we realised it a week later than this phones speaker has major problem. While on speaker and in horizon mode opposite person wil not be able to hear. Tried to get the replacement but no luck by Amazon team. A bit disappointed",negative,worst product custom support gift phone mom unfortun complet check phone within day return polici realis week later phone speaker major problem speaker horizon mode opposit person wil abl hear tri get replac luck amazon team bit disappoint,386,69,3,4.608695652173913,61,31,0,0,2,-0.8663,[],0,22,7,6
